party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
FUERZA POPULAR ,338.0,42.09,29.96,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
ALIANZA POPULAR ,18.0,2.24,1.6,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PERU LIBERTARIO *,0.0,0.0,0.0,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",283.0,35.24,25.09,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
ACCION POPULAR ,55.0,6.85,4.88,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
DEMOCRACIA DIRECTA ,6.0,0.75,0.53,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PERU POSIBLE ,17.0,2.12,1.51,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PERU NACION *,0.0,0.0,0.0,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PROGRESANDO PERU ,1.0,0.12,0.09,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
PERUANOS POR EL KAMBIO ,80.0,9.96,7.09,120613,PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS
FRENTE ESPERANZA ,2.0,0.2,0.14,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
FUERZA POPULAR ,452.0,44.27,32.75,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
ALIANZA POPULAR ,29.0,2.84,2.1,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PERU LIBERTARIO *,0.0,0.0,0.0,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",330.0,32.32,23.91,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
ACCION POPULAR ,115.0,11.26,8.33,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
DEMOCRACIA DIRECTA ,1.0,0.1,0.07,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PERU POSIBLE ,9.0,0.88,0.65,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PERU NACION *,0.0,0.0,0.0,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PROGRESANDO PERU ,5.0,0.49,0.36,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
PERUANOS POR EL KAMBIO ,78.0,7.64,5.65,120611,PERÚ,LA LIBERTAD,PATAZ,TAURIJA
FRENTE ESPERANZA ,43.0,0.91,0.66,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
FUERZA POPULAR ,2313.0,49.12,35.43,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
ALIANZA POPULAR ,103.0,2.19,1.58,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PERU LIBERTARIO *,0.0,0.0,0.0,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1292.0,27.44,19.79,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
ACCION POPULAR ,437.0,9.28,6.69,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
DEMOCRACIA DIRECTA ,33.0,0.7,0.51,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PERU POSIBLE ,153.0,3.25,2.34,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PERU NACION *,0.0,0.0,0.0,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PROGRESANDO PERU ,8.0,0.17,0.12,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
PERUANOS POR EL KAMBIO ,327.0,6.94,5.01,120601,PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA
FRENTE ESPERANZA ,8.0,0.83,0.59,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
FUERZA POPULAR ,469.0,48.8,34.64,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
ALIANZA POPULAR ,52.0,5.41,3.84,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PERU LIBERTARIO *,0.0,0.0,0.0,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",162.0,16.86,11.96,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
ACCION POPULAR ,116.0,12.07,8.57,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
DEMOCRACIA DIRECTA ,3.0,0.31,0.22,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PERU POSIBLE ,36.0,3.75,2.66,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PERU NACION *,0.0,0.0,0.0,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PROGRESANDO PERU ,3.0,0.31,0.22,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
PERUANOS POR EL KAMBIO ,112.0,11.65,8.27,120612,PERÚ,LA LIBERTAD,PATAZ,URPAY
FRENTE ESPERANZA ,299.0,0.58,0.4,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
FUERZA POPULAR ,32551.0,62.68,43.74,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
ALIANZA POPULAR ,2042.0,3.93,2.74,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",3864.0,7.44,5.19,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
ACCION POPULAR ,2575.0,4.96,3.46,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
DEMOCRACIA DIRECTA ,5217.0,10.05,7.01,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PERU POSIBLE ,1736.0,3.34,2.33,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PERU NACION *,0.0,0.0,0.0,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PROGRESANDO PERU ,70.0,0.13,0.09,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PARTIDO POLITICO ORDEN ,49.0,0.09,0.07,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
PERUANOS POR EL KAMBIO ,3531.0,6.8,4.75,120300,PERÚ,LA LIBERTAD,SANCHEZ CARRION,TODOS
FRENTE ESPERANZA ,27.0,0.51,0.32,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
FUERZA POPULAR ,3353.0,62.79,39.69,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
ALIANZA POPULAR ,197.0,3.69,2.33,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PERU LIBERTARIO *,0.0,0.0,0.0,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",355.0,6.65,4.2,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
ACCION POPULAR ,265.0,4.96,3.14,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
DEMOCRACIA DIRECTA ,526.0,9.85,6.23,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PERU POSIBLE ,247.0,4.63,2.92,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PERU NACION *,0.0,0.0,0.0,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PROGRESANDO PERU ,14.0,0.26,0.17,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PARTIDO POLITICO ORDEN ,11.0,0.21,0.13,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
PERUANOS POR EL KAMBIO ,345.0,6.46,4.08,120304,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CHUGAY
FRENTE ESPERANZA ,16.0,0.59,0.39,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
FUERZA POPULAR ,1507.0,55.63,36.59,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
ALIANZA POPULAR ,105.0,3.88,2.55,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PERU LIBERTARIO *,0.0,0.0,0.0,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",158.0,5.83,3.84,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
ACCION POPULAR ,200.0,7.38,4.86,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
DEMOCRACIA DIRECTA ,477.0,17.61,11.58,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PERU POSIBLE ,101.0,3.73,2.45,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PERU NACION *,0.0,0.0,0.0,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PROGRESANDO PERU ,7.0,0.26,0.17,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PARTIDO POLITICO ORDEN ,1.0,0.04,0.02,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
PERUANOS POR EL KAMBIO ,137.0,5.06,3.33,120302,PERÚ,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
FRENTE ESPERANZA ,11.0,0.33,0.25,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
FUERZA POPULAR ,2263.0,68.47,50.59,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
ALIANZA POPULAR ,103.0,3.12,2.3,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PERU LIBERTARIO *,0.0,0.0,0.0,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",217.0,6.57,4.85,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
ACCION POPULAR ,99.0,3.0,2.21,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
DEMOCRACIA DIRECTA ,282.0,8.53,6.3,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PERU POSIBLE ,128.0,3.87,2.86,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PERU NACION *,0.0,0.0,0.0,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PROGRESANDO PERU ,7.0,0.21,0.16,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PARTIDO POLITICO ORDEN ,7.0,0.21,0.16,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
PERUANOS POR EL KAMBIO ,188.0,5.69,4.2,120303,PERÚ,LA LIBERTAD,SANCHEZ CARRION,CURGOS
FRENTE ESPERANZA ,151.0,0.59,0.44,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
FUERZA POPULAR ,16841.0,65.75,49.51,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
ALIANZA POPULAR ,1136.0,4.44,3.34,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PERU LIBERTARIO *,0.0,0.0,0.0,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2069.0,8.08,6.08,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
ACCION POPULAR ,1291.0,5.04,3.8,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
DEMOCRACIA DIRECTA ,1221.0,4.77,3.59,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PERU POSIBLE ,621.0,2.42,1.83,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PERU NACION *,0.0,0.0,0.0,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PROGRESANDO PERU ,21.0,0.08,0.06,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PARTIDO POLITICO ORDEN ,18.0,0.07,0.05,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
PERUANOS POR EL KAMBIO ,2243.0,8.76,6.59,120301,PERÚ,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO
FRENTE ESPERANZA ,19.0,0.42,0.3,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
FUERZA POPULAR ,3430.0,75.72,54.06,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
ALIANZA POPULAR ,86.0,1.9,1.36,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PERU LIBERTARIO *,0.0,0.0,0.0,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",236.0,5.21,3.72,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
ACCION POPULAR ,174.0,3.84,2.74,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
DEMOCRACIA DIRECTA ,334.0,7.37,5.26,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PERU POSIBLE ,60.0,1.32,0.95,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PERU NACION *,0.0,0.0,0.0,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PROGRESANDO PERU ,3.0,0.07,0.05,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PARTIDO POLITICO ORDEN ,3.0,0.07,0.05,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
PERUANOS POR EL KAMBIO ,185.0,4.08,2.92,120305,PERÚ,LA LIBERTAD,SANCHEZ CARRION,MARCABAL
FRENTE ESPERANZA ,32.0,0.79,0.47,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
FUERZA POPULAR ,1897.0,46.63,27.97,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
ALIANZA POPULAR ,135.0,3.32,1.99,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PERU LIBERTARIO *,0.0,0.0,0.0,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",300.0,7.37,4.42,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
ACCION POPULAR ,207.0,5.09,3.05,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
DEMOCRACIA DIRECTA ,1214.0,29.84,17.9,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PERU POSIBLE ,108.0,2.65,1.59,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PERU NACION *,0.0,0.0,0.0,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PROGRESANDO PERU ,4.0,0.1,0.06,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PARTIDO POLITICO ORDEN ,3.0,0.07,0.04,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
PERUANOS POR EL KAMBIO ,168.0,4.13,2.48,120306,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN
FRENTE ESPERANZA ,13.0,0.43,0.28,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
FUERZA POPULAR ,2251.0,73.83,49.3,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
ALIANZA POPULAR ,54.0,1.77,1.18,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PERU LIBERTARIO *,0.0,0.0,0.0,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",130.0,4.26,2.85,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
ACCION POPULAR ,93.0,3.05,2.04,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
DEMOCRACIA DIRECTA ,281.0,9.22,6.15,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PERU POSIBLE ,103.0,3.38,2.26,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PERU NACION *,0.0,0.0,0.0,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PROGRESANDO PERU ,4.0,0.13,0.09,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PARTIDO POLITICO ORDEN ,2.0,0.07,0.04,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
PERUANOS POR EL KAMBIO ,118.0,3.87,2.58,120307,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARIN
FRENTE ESPERANZA ,30.0,0.9,0.53,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
FUERZA POPULAR ,1009.0,30.38,17.81,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
ALIANZA POPULAR ,226.0,6.81,3.99,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PERU LIBERTARIO *,0.0,0.0,0.0,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",399.0,12.01,7.04,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
ACCION POPULAR ,246.0,7.41,4.34,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
DEMOCRACIA DIRECTA ,882.0,26.56,15.57,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PERU POSIBLE ,368.0,11.08,6.5,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PERU NACION *,0.0,0.0,0.0,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PROGRESANDO PERU ,10.0,0.3,0.18,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PARTIDO POLITICO ORDEN ,4.0,0.12,0.07,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
PERUANOS POR EL KAMBIO ,147.0,4.43,2.6,120308,PERÚ,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA
FRENTE ESPERANZA ,163.0,0.76,0.57,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
FUERZA POPULAR ,11189.0,52.26,38.85,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
ALIANZA POPULAR ,3117.0,14.56,10.82,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2961.0,13.83,10.28,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
ACCION POPULAR ,542.0,2.53,1.88,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
DEMOCRACIA DIRECTA ,1380.0,6.45,4.79,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PERU POSIBLE ,534.0,2.49,1.85,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PERU NACION *,0.0,0.0,0.0,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PROGRESANDO PERU ,37.0,0.17,0.13,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PARTIDO POLITICO ORDEN ,16.0,0.07,0.06,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
PERUANOS POR EL KAMBIO ,1470.0,6.87,5.1,120700,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,TODOS
FRENTE ESPERANZA ,4.0,0.22,0.15,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
FUERZA POPULAR ,1277.0,71.62,48.81,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
ALIANZA POPULAR ,101.0,5.66,3.86,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
PERU LIBERTARIO *,0.0,0.0,0.0,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",164.0,9.2,6.27,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
ACCION POPULAR ,73.0,4.09,2.79,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
DEMOCRACIA DIRECTA ,86.0,4.82,3.29,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
PERU POSIBLE ,17.0,0.95,0.65,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
PERU NACION *,0.0,0.0,0.0,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
PROGRESANDO PERU ,4.0,0.22,0.15,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
PARTIDO POLITICO ORDEN ,1.0,0.06,0.04,120708,PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
